,Date,month,dayname,weekend,Hour,Hour_cat,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (mm),WEP (mm),Seasons,Holiday,Functioning Day,Rented Bike Count
2099,2018-02-26,2,Monday,0,11,Morning,4.6,37,1.6,1309,-8.8,1.95,0.0,0.0,0.0,Winter,No Holiday,Yes,356
2100,2018-02-26,2,Monday,0,12,Morning,6.9,28,1.1,1301,-10.3,2.35,0.0,0.0,0.0,Winter,No Holiday,Yes,428
2101,2018-02-26,2,Monday,0,13,Afternoon,8.1,26,1.2,1422,-10.2,2.48,0.0,0.0,0.0,Winter,No Holiday,Yes,444
2102,2018-02-26,2,Monday,0,14,Afternoon,9.9,25,1.5,1401,-9.2,2.43,0.0,0.0,0.0,Winter,No Holiday,Yes,455
2103,2018-02-26,2,Monday,0,15,Afternoon,10.3,23,2.1,1317,-9.9,2.09,0.0,0.0,0.0,Winter,No Holiday,Yes,521
2104,2018-02-26,2,Monday,0,16,Afternoon,9.5,31,3.1,973,-6.8,1.54,0.0,0.0,0.0,Winter,No Holiday,Yes,555
2105,2018-02-26,2,Monday,0,17,Afternoon,8.7,30,3.1,1117,-7.9,0.96,0.0,0.0,0.0,Winter,No Holiday,Yes,646
2106,2018-02-26,2,Monday,0,18,Evening,7.2,26,2.3,1398,-11.0,0.33,0.0,0.0,0.0,Winter,No Holiday,Yes,929
2107,2018-02-26,2,Monday,0,19,Evening,5.5,30,2.7,1150,-10.7,0.01,0.0,0.0,0.0,Winter,No Holiday,Yes,619
2108,2018-02-26,2,Monday,0,20,Evening,4.3,32,1.7,1101,-10.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,483
2109,2018-02-26,2,Monday,0,21,Evening,3.3,36,1.4,1110,-10.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,512
2110,2018-02-26,2,Monday,0,22,Night,2.7,40,1.0,1089,-9.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,443
2111,2018-02-26,2,Monday,0,23,Night,2.8,39,0.7,1065,-9.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,308
2112,2018-02-27,2,Tuesday,0,0,Dawn,2.6,40,1.8,1095,-9.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,236
2113,2018-02-27,2,Tuesday,0,1,Dawn,2.1,44,0.9,1107,-8.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,213
2114,2018-02-27,2,Tuesday,0,2,Dawn,1.5,44,1.2,1079,-9.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,145
2115,2018-02-27,2,Tuesday,0,3,Dawn,1.1,44,1.0,1128,-9.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,102
2116,2018-02-27,2,Tuesday,0,4,Dawn,0.9,46,0.8,1140,-9.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,62
2117,2018-02-27,2,Tuesday,0,5,Dawn,0.6,50,0.1,1026,-8.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,72
2118,2018-02-27,2,Tuesday,0,6,Dawn,0.6,50,0.4,985,-8.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,183
2119,2018-02-27,2,Tuesday,0,7,Early Morning,1.3,47,0.7,1084,-8.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,443
2120,2018-02-27,2,Tuesday,0,8,Early Morning,2.0,51,0.7,990,-7.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,767
2121,2018-02-27,2,Tuesday,0,9,Early Morning,2.5,51,1.0,866,-6.6,0.07,0.0,0.0,0.0,Winter,No Holiday,Yes,455
2122,2018-02-27,2,Tuesday,0,10,Morning,3.3,47,0.7,818,-6.9,0.22,0.0,0.0,0.0,Winter,No Holiday,Yes,261
2123,2018-02-27,2,Tuesday,0,11,Morning,4.8,41,0.8,792,-7.3,0.53,0.0,0.0,0.0,Winter,No Holiday,Yes,342
2124,2018-02-27,2,Tuesday,0,12,Morning,5.4,37,0.7,815,-8.1,0.43,0.0,0.0,0.0,Winter,No Holiday,Yes,353
2125,2018-02-27,2,Tuesday,0,13,Afternoon,5.8,39,0.6,931,-7.1,0.35,0.0,0.0,0.0,Winter,No Holiday,Yes,335
2126,2018-02-27,2,Tuesday,0,14,Afternoon,6.3,40,0.8,943,-6.3,0.34,0.0,0.0,0.0,Winter,No Holiday,Yes,357
2127,2018-02-27,2,Tuesday,0,15,Afternoon,6.7,48,0.8,817,-3.5,0.39,0.0,0.0,0.0,Winter,No Holiday,Yes,402
2128,2018-02-27,2,Tuesday,0,16,Afternoon,6.9,54,1.1,692,-1.7,0.32,0.0,0.0,0.0,Winter,No Holiday,Yes,411
2129,2018-02-27,2,Tuesday,0,17,Afternoon,6.8,57,1.0,623,-1.1,0.16,0.0,0.0,0.0,Winter,No Holiday,Yes,529
2130,2018-02-27,2,Tuesday,0,18,Evening,6.6,62,0.8,522,-0.1,0.05,0.0,0.0,0.0,Winter,No Holiday,Yes,897
2131,2018-02-27,2,Tuesday,0,19,Evening,6.1,44,1.0,750,-5.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,616
2132,2018-02-27,2,Tuesday,0,20,Evening,5.9,44,1.3,733,-5.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,461
2133,2018-02-27,2,Tuesday,0,21,Evening,5.7,46,0.8,727,-5.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,449
2134,2018-02-27,2,Tuesday,0,22,Night,5.4,49,1.1,687,-4.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,461
2135,2018-02-27,2,Tuesday,0,23,Night,5.3,53,1.5,582,-3.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,310
2136,2018-02-28,2,Wednesday,0,0,Dawn,5.1,52,1.1,614,-3.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,266
2137,2018-02-28,2,Wednesday,0,1,Dawn,5.0,53,1.4,557,-3.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,229
2138,2018-02-28,2,Wednesday,0,2,Dawn,5.2,54,1.3,516,-3.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,174
2139,2018-02-28,2,Wednesday,0,3,Dawn,5.3,55,1.7,488,-3.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,116
2140,2018-02-28,2,Wednesday,0,4,Dawn,5.4,56,1.7,472,-2.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,72
2141,2018-02-28,2,Wednesday,0,5,Dawn,5.2,59,1.7,437,-2.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,62
2142,2018-02-28,2,Wednesday,0,6,Dawn,5.2,60,1.9,430,-1.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,165
2143,2018-02-28,2,Wednesday,0,7,Early Morning,5.5,59,2.8,448,-1.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,426
2144,2018-02-28,2,Wednesday,0,8,Early Morning,5.7,57,2.5,458,-2.1,0.04,0.0,0.0,0.0,Winter,No Holiday,Yes,816
2145,2018-02-28,2,Wednesday,0,9,Early Morning,6.2,55,2.4,478,-2.1,0.13,0.0,0.0,0.0,Winter,No Holiday,Yes,419
2146,2018-02-28,2,Wednesday,0,10,Morning,6.5,53,2.0,518,-2.4,0.21,0.0,0.0,0.0,Winter,No Holiday,Yes,285
2147,2018-02-28,2,Wednesday,0,11,Morning,7.1,50,2.2,534,-2.6,0.33,0.0,0.0,0.0,Winter,No Holiday,Yes,332
2148,2018-02-28,2,Wednesday,0,12,Morning,7.6,48,2.6,600,-2.7,0.39,0.0,0.0,0.0,Winter,No Holiday,Yes,305
2149,2018-02-28,2,Wednesday,0,13,Afternoon,7.6,57,2.3,554,-0.3,0.33,0.0,0.0,0.0,Winter,No Holiday,Yes,28
2150,2018-02-28,2,Wednesday,0,14,Afternoon,5.7,80,3.7,348,2.5,0.13,0.0,0.0,0.0,Winter,No Holiday,Yes,17
2151,2018-02-28,2,Wednesday,0,15,Afternoon,4.8,87,2.9,312,2.8,0.08,4.5,0.0,4.5,Winter,No Holiday,Yes,7
2152,2018-02-28,2,Wednesday,0,16,Afternoon,4.2,89,2.5,479,2.5,0.07,0.0,0.0,0.0,Winter,No Holiday,Yes,9
2153,2018-02-28,2,Wednesday,0,17,Afternoon,3.8,90,2.7,654,2.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,8
2154,2018-02-28,2,Wednesday,0,18,Evening,3.6,90,2.1,845,2.1,0.0,9.5,0.0,9.5,Winter,No Holiday,Yes,11
2155,2018-02-28,2,Wednesday,0,19,Evening,2.5,95,1.9,838,1.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,19
2156,2018-02-28,2,Wednesday,0,20,Evening,2.7,96,1.5,1479,2.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,8
2157,2018-02-28,2,Wednesday,0,21,Evening,2.4,95,2.5,1349,1.6,0.0,9.0,0.0,9.0,Winter,No Holiday,Yes,10
2158,2018-02-28,2,Wednesday,0,22,Night,2.3,96,1.9,1207,1.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,13
2159,2018-02-28,2,Wednesday,0,23,Night,1.8,96,1.2,745,1.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,23
2160,2018-03-01,3,Thursday,0,0,Dawn,2.0,96,1.3,1894,1.4,0.0,2.0,0.0,2.0,Spring,Holiday,Yes,71
2161,2018-03-01,3,Thursday,0,1,Dawn,2.1,97,0.2,859,1.6,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,147
2162,2018-03-01,3,Thursday,0,2,Dawn,2.0,97,1.0,580,1.5,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,180
2163,2018-03-01,3,Thursday,0,3,Dawn,1.6,97,2.3,469,1.1,0.0,0.1,0.0,0.1,Spring,Holiday,Yes,92
2164,2018-03-01,3,Thursday,0,4,Dawn,1.6,97,1.1,636,1.1,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,28
2165,2018-03-01,3,Thursday,0,5,Dawn,2.2,97,2.9,362,1.7,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,11
2166,2018-03-01,3,Thursday,0,6,Dawn,3.0,96,2.7,303,2.4,0.0,0.4,0.0,0.4,Spring,Holiday,Yes,33
2167,2018-03-01,3,Thursday,0,7,Early Morning,2.6,89,4.3,320,0.9,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,61
2168,2018-03-01,3,Thursday,0,8,Early Morning,1.5,80,3.2,1246,-1.5,0.04,0.0,0.0,0.0,Spring,Holiday,Yes,148
2169,2018-03-01,3,Thursday,0,9,Early Morning,0.1,78,4.9,615,-3.2,0.09,0.0,0.0,0.0,Spring,Holiday,Yes,160
2170,2018-03-01,3,Thursday,0,10,Morning,0.1,53,5.3,1022,-8.3,1.12,0.0,0.0,0.0,Spring,Holiday,Yes,191
2171,2018-03-01,3,Thursday,0,11,Morning,0.8,52,4.6,1035,-7.9,2.2,0.0,0.0,0.0,Spring,Holiday,Yes,239
2172,2018-03-01,3,Thursday,0,12,Morning,0.5,46,4.7,1172,-9.8,2.49,0.0,0.0,0.0,Spring,Holiday,Yes,311
2173,2018-03-01,3,Thursday,0,13,Afternoon,1.4,37,4.0,1681,-11.7,2.95,0.0,0.0,0.0,Spring,Holiday,Yes,358
2174,2018-03-01,3,Thursday,0,14,Afternoon,1.2,36,6.0,1430,-12.2,2.86,0.0,0.0,0.0,Spring,Holiday,Yes,375
2175,2018-03-01,3,Thursday,0,15,Afternoon,1.6,35,4.5,1567,-12.2,2.54,0.0,0.0,0.0,Spring,Holiday,Yes,458
2176,2018-03-01,3,Thursday,0,16,Afternoon,1.4,33,4.8,1480,-13.1,1.98,0.0,0.0,0.0,Spring,Holiday,Yes,460
2177,2018-03-01,3,Thursday,0,17,Afternoon,0.4,37,5.2,1366,-12.6,1.23,0.0,0.0,0.0,Spring,Holiday,Yes,423
2178,2018-03-01,3,Thursday,0,18,Evening,-0.8,40,4.7,1429,-12.7,0.43,0.0,0.0,0.0,Spring,Holiday,Yes,317
2179,2018-03-01,3,Thursday,0,19,Evening,-1.7,45,3.3,1375,-12.1,0.01,0.0,0.0,0.0,Spring,Holiday,Yes,231
2180,2018-03-01,3,Thursday,0,20,Evening,-2.2,49,3.5,1325,-11.4,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,246
2181,2018-03-01,3,Thursday,0,21,Evening,-3.0,50,3.7,1301,-11.9,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,212
2182,2018-03-01,3,Thursday,0,22,Night,-3.6,52,3.7,1277,-12.0,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,190
2183,2018-03-01,3,Thursday,0,23,Night,-4.0,52,3.4,1272,-12.4,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,190
2184,2018-03-02,3,Friday,0,0,Dawn,-4.3,53,2.6,1334,-12.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,156
2185,2018-03-02,3,Friday,0,1,Dawn,-4.6,52,2.1,1372,-12.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,108
2186,2018-03-02,3,Friday,0,2,Dawn,-5.3,52,1.2,1434,-13.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,71
2187,2018-03-02,3,Friday,0,3,Dawn,-5.7,50,1.7,1559,-14.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,49
2188,2018-03-02,3,Friday,0,4,Dawn,-5.8,48,1.5,1552,-15.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,47
2189,2018-03-02,3,Friday,0,5,Dawn,-6.1,49,1.0,1621,-15.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,65
2190,2018-03-02,3,Friday,0,6,Dawn,-6.4,50,1.5,1593,-15.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,135
2191,2018-03-02,3,Friday,0,7,Early Morning,-6.6,52,0.5,1555,-14.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,401
2192,2018-03-02,3,Friday,0,8,Early Morning,-6.2,45,0.4,1600,-16.2,0.17,0.0,0.0,0.0,Spring,No Holiday,Yes,617
2193,2018-03-02,3,Friday,0,9,Early Morning,-4.6,34,1.2,1583,-18.1,0.87,0.0,0.0,0.0,Spring,No Holiday,Yes,343
2194,2018-03-02,3,Friday,0,10,Morning,-1.8,30,2.1,1608,-17.1,1.59,0.0,0.0,0.0,Spring,No Holiday,Yes,274
2195,2018-03-02,3,Friday,0,11,Morning,0.1,30,1.8,1640,-15.4,2.19,0.0,0.0,0.0,Spring,No Holiday,Yes,343
2196,2018-03-02,3,Friday,0,12,Morning,1.8,26,2.2,1556,-15.7,2.61,0.0,0.0,0.0,Spring,No Holiday,Yes,388
2197,2018-03-02,3,Friday,0,13,Afternoon,2.3,22,3.1,1627,-17.2,2.83,0.0,0.0,0.0,Spring,No Holiday,Yes,375
2198,2018-03-02,3,Friday,0,14,Afternoon,3.4,23,2.4,1545,-15.8,2.74,0.0,0.0,0.0,Spring,No Holiday,Yes,450
2199,2018-03-02,3,Friday,0,15,Afternoon,4.3,22,1.3,1837,-15.6,2.48,0.0,0.0,0.0,Spring,No Holiday,Yes,463
2200,2018-03-02,3,Friday,0,16,Afternoon,5.2,21,2.1,1721,-15.4,1.97,0.0,0.0,0.0,Spring,No Holiday,Yes,574
2201,2018-03-02,3,Friday,0,17,Afternoon,4.3,21,2.5,1961,-16.1,1.13,0.0,0.0,0.0,Spring,No Holiday,Yes,631
2202,2018-03-02,3,Friday,0,18,Evening,3.5,22,0.9,1961,-16.2,0.43,0.0,0.0,0.0,Spring,No Holiday,Yes,854
2203,2018-03-02,3,Friday,0,19,Evening,2.0,26,2.3,1985,-15.5,0.02,0.0,0.0,0.0,Spring,No Holiday,Yes,568
2204,2018-03-02,3,Friday,0,20,Evening,1.2,35,2.5,1977,-12.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,427
2205,2018-03-02,3,Friday,0,21,Evening,1.0,34,1.4,1880,-13.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,396
2206,2018-03-02,3,Friday,0,22,Night,0.5,38,0.9,1907,-12.2,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,414
2207,2018-03-02,3,Friday,0,23,Night,0.3,38,0.2,1895,-12.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,284
2208,2018-03-03,3,Saturday,1,0,Dawn,0.5,34,0.4,1889,-13.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,218
2209,2018-03-03,3,Saturday,1,1,Dawn,0.6,36,0.4,1933,-12.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,229
2210,2018-03-03,3,Saturday,1,2,Dawn,0.9,35,0.5,1856,-12.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,176
2211,2018-03-03,3,Saturday,1,3,Dawn,0.8,38,0.8,1594,-11.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,149
2212,2018-03-03,3,Saturday,1,4,Dawn,0.6,43,0.9,1599,-10.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,93
2213,2018-03-03,3,Saturday,1,5,Dawn,0.8,39,1.0,1463,-11.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,55
2214,2018-03-03,3,Saturday,1,6,Dawn,0.5,42,0.9,1543,-10.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,71
2215,2018-03-03,3,Saturday,1,7,Early Morning,0.1,43,1.4,1502,-11.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,159
2216,2018-03-03,3,Saturday,1,8,Early Morning,0.4,38,1.8,1564,-12.3,0.16,0.0,0.0,0.0,Spring,No Holiday,Yes,306
2217,2018-03-03,3,Saturday,1,9,Early Morning,2.2,30,1.5,1513,-13.6,0.81,0.0,0.0,0.0,Spring,No Holiday,Yes,329
2218,2018-03-03,3,Saturday,1,10,Morning,5.1,27,1.2,1563,-12.4,1.54,0.0,0.0,0.0,Spring,No Holiday,Yes,354
2219,2018-03-03,3,Saturday,1,11,Morning,8.1,21,2.1,1738,-12.9,2.15,0.0,0.0,0.0,Spring,No Holiday,Yes,431
2220,2018-03-03,3,Saturday,1,12,Morning,10.7,16,1.7,1657,-14.1,2.56,0.0,0.0,0.0,Spring,No Holiday,Yes,605
2221,2018-03-03,3,Saturday,1,13,Afternoon,12.2,14,1.6,1896,-14.5,2.75,0.0,0.0,0.0,Spring,No Holiday,Yes,771
2222,2018-03-03,3,Saturday,1,14,Afternoon,14.4,14,1.4,1833,-12.8,2.66,0.0,0.0,0.0,Spring,No Holiday,Yes,1025
2223,2018-03-03,3,Saturday,1,15,Afternoon,16.0,14,2.2,1828,-11.5,2.33,0.0,0.0,0.0,Spring,No Holiday,Yes,1238
2224,2018-03-03,3,Saturday,1,16,Afternoon,15.8,15,2.6,1867,-10.8,1.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1285
2225,2018-03-03,3,Saturday,1,17,Afternoon,15.0,22,2.5,1946,-6.5,0.96,0.0,0.0,0.0,Spring,No Holiday,Yes,1197
2226,2018-03-03,3,Saturday,1,18,Evening,13.9,26,1.9,1995,-5.3,0.41,0.0,0.0,0.0,Spring,No Holiday,Yes,920
2227,2018-03-03,3,Saturday,1,19,Evening,12.7,32,2.3,2000,-3.6,0.01,0.0,0.0,0.0,Spring,No Holiday,Yes,630
2228,2018-03-03,3,Saturday,1,20,Evening,11.1,51,3.7,1957,1.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,631
2229,2018-03-03,3,Saturday,1,21,Evening,10.3,52,2.2,1843,0.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,588
2230,2018-03-03,3,Saturday,1,22,Night,10.2,49,1.7,1972,0.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,516
2231,2018-03-03,3,Saturday,1,23,Night,9.4,74,1.6,559,4.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,215
2232,2018-03-04,3,Sunday,1,0,Dawn,8.5,87,0.9,303,6.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,161
2233,2018-03-04,3,Sunday,1,1,Dawn,8.3,91,0.1,282,6.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,118
2234,2018-03-04,3,Sunday,1,2,Dawn,8.3,95,0.3,243,7.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,95
2235,2018-03-04,3,Sunday,1,3,Dawn,8.5,96,0.4,238,7.8,0.0,0.1,0.0,0.1,Spring,No Holiday,Yes,90
2236,2018-03-04,3,Sunday,1,4,Dawn,8.8,95,0.2,218,8.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,34
2237,2018-03-04,3,Sunday,1,5,Dawn,8.8,96,1.2,196,8.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,15
2238,2018-03-04,3,Sunday,1,6,Dawn,8.6,96,0.7,224,7.9,0.0,0.2,0.0,0.2,Spring,No Holiday,Yes,20
2239,2018-03-04,3,Sunday,1,7,Early Morning,8.4,97,2.6,122,7.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,23
2240,2018-03-04,3,Sunday,1,8,Early Morning,8.3,97,0.6,152,7.8,0.01,0.0,0.0,0.0,Spring,No Holiday,Yes,70
2241,2018-03-04,3,Sunday,1,9,Early Morning,8.8,97,1.3,196,8.3,0.2,0.2,0.0,0.2,Spring,No Holiday,Yes,157
2242,2018-03-04,3,Sunday,1,10,Morning,9.8,90,0.8,335,8.2,0.64,0.0,0.0,0.0,Spring,No Holiday,Yes,239
2243,2018-03-04,3,Sunday,1,11,Morning,10.1,88,0.7,453,8.1,0.34,0.0,0.0,0.0,Spring,No Holiday,Yes,273
2244,2018-03-04,3,Sunday,1,12,Morning,10.7,85,0.9,393,8.2,0.52,0.0,0.0,0.0,Spring,No Holiday,Yes,358
2245,2018-03-04,3,Sunday,1,13,Afternoon,10.8,84,1.2,400,8.1,0.44,0.0,0.0,0.0,Spring,No Holiday,Yes,429
2246,2018-03-04,3,Sunday,1,14,Afternoon,11.2,83,1.1,518,8.4,0.45,0.0,0.0,0.0,Spring,No Holiday,Yes,475
2247,2018-03-04,3,Sunday,1,15,Afternoon,11.7,81,1.2,616,8.5,0.53,0.0,0.0,0.0,Spring,No Holiday,Yes,468
2248,2018-03-04,3,Sunday,1,16,Afternoon,11.7,82,1.1,753,8.7,0.32,0.0,0.0,0.0,Spring,No Holiday,Yes,396
2249,2018-03-04,3,Sunday,1,17,Afternoon,11.8,82,1.7,990,8.8,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,492
2250,2018-03-04,3,Sunday,1,18,Evening,11.5,81,1.5,1475,8.3,0.07,0.0,0.0,0.0,Spring,No Holiday,Yes,436
2251,2018-03-04,3,Sunday,1,19,Evening,11.2,81,2.3,1614,8.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,289
2252,2018-03-04,3,Sunday,1,20,Evening,11.3,80,1.2,1978,7.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,26
2253,2018-03-04,3,Sunday,1,21,Evening,10.6,89,2.1,606,8.8,0.0,2.0,0.0,2.0,Spring,No Holiday,Yes,7
2254,2018-03-04,3,Sunday,1,22,Night,9.6,92,2.5,721,8.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,8
2255,2018-03-04,3,Sunday,1,23,Night,8.7,91,2.9,957,7.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,9
2256,2018-03-05,3,Monday,0,0,Dawn,7.6,88,2.5,1974,5.7,0.0,9.0,0.0,9.0,Spring,No Holiday,Yes,22
2257,2018-03-05,3,Monday,0,1,Dawn,7.0,88,2.5,2000,5.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,23
2258,2018-03-05,3,Monday,0,2,Dawn,6.3,89,2.2,1456,4.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,9
2259,2018-03-05,3,Monday,0,3,Dawn,5.7,92,2.0,458,4.4,0.0,1.5,0.0,1.5,Spring,No Holiday,Yes,2
2260,2018-03-05,3,Monday,0,4,Dawn,5.1,90,2.6,1005,3.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,4
2261,2018-03-05,3,Monday,0,5,Dawn,4.7,89,2.3,1242,3.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,22
2262,2018-03-05,3,Monday,0,6,Dawn,4.2,87,2.0,1979,2.2,0.0,2.0,0.0,2.0,Spring,No Holiday,Yes,20
2263,2018-03-05,3,Monday,0,7,Early Morning,3.8,87,2.2,2000,1.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,85
2264,2018-03-05,3,Monday,0,8,Early Morning,3.6,88,2.3,2000,1.7,0.03,0.0,0.0,0.0,Spring,No Holiday,Yes,184
2265,2018-03-05,3,Monday,0,9,Early Morning,3.7,85,1.8,2000,1.4,0.17,0.0,0.0,0.0,Spring,No Holiday,Yes,211
2266,2018-03-05,3,Monday,0,10,Morning,4.4,80,1.8,2000,1.2,0.56,0.0,0.0,0.0,Spring,No Holiday,Yes,232
2267,2018-03-05,3,Monday,0,11,Morning,6.1,66,1.9,2000,0.2,1.42,0.0,0.0,0.0,Spring,No Holiday,Yes,322
2268,2018-03-05,3,Monday,0,12,Morning,7.6,58,2.4,2000,-0.1,1.85,0.0,0.0,0.0,Spring,No Holiday,Yes,438
2269,2018-03-05,3,Monday,0,13,Afternoon,8.3,51,2.0,2000,-1.2,1.42,0.0,0.0,0.0,Spring,No Holiday,Yes,465
2270,2018-03-05,3,Monday,0,14,Afternoon,10.0,44,1.9,2000,-1.7,2.46,0.0,0.0,0.0,Spring,No Holiday,Yes,550
2271,2018-03-05,3,Monday,0,15,Afternoon,10.3,43,2.5,2000,-1.7,2.45,0.0,0.0,0.0,Spring,No Holiday,Yes,637
2272,2018-03-05,3,Monday,0,16,Afternoon,11.0,39,1.2,2000,-2.4,1.96,0.0,0.0,0.0,Spring,No Holiday,Yes,718
2273,2018-03-05,3,Monday,0,17,Afternoon,10.0,43,1.4,2000,-2.0,1.12,0.0,0.0,0.0,Spring,No Holiday,Yes,865
2274,2018-03-05,3,Monday,0,18,Evening,8.1,47,1.7,2000,-2.5,0.34,0.0,0.0,0.0,Spring,No Holiday,Yes,1155
2275,2018-03-05,3,Monday,0,19,Evening,5.8,53,1.7,2000,-3.0,0.02,0.0,0.0,0.0,Spring,No Holiday,Yes,782
2276,2018-03-05,3,Monday,0,20,Evening,4.3,57,1.3,2000,-3.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,578
2277,2018-03-05,3,Monday,0,21,Evening,3.1,59,1.5,2000,-4.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,533
2278,2018-03-05,3,Monday,0,22,Night,2.3,63,1.0,2000,-4.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,466
2279,2018-03-05,3,Monday,0,23,Night,1.9,60,1.3,2000,-5.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,274
2280,2018-03-06,3,Tuesday,0,0,Dawn,1.3,69,0.8,2000,-3.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,224
2281,2018-03-06,3,Tuesday,0,1,Dawn,0.8,67,0.8,2000,-4.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,188
2282,2018-03-06,3,Tuesday,0,2,Dawn,0.3,71,0.9,1999,-4.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,122
