id,Date,month,dayname,weekend,Hour,Hour_cat,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (mm),WEP (mm),Seasons,Holiday,Functioning Day,Rented Bike Count
14640,2018-03-07,3,Wednesday,0,6,Dawn,2.4,65,1.8,1989,-3.5,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,232
11936,2018-06-02,6,Saturday,1,6,Dawn,17.7,68,1.3,842,11.7,0.05,0.0,0.0,0.0,Summer,No Holiday,Yes,342
17717,2018-10-09,10,Tuesday,0,0,Dawn,12.6,54,0.2,2000,3.5,0.0,0.0,0.0,0.0,Autumn,Holiday,No,0
14662,2018-05-07,5,Monday,0,20,Evening,20.9,61,2.7,1523,13.0,0.01,0.0,0.0,0.0,Spring,No Holiday,Yes,1912
16747,2018-10-28,10,Sunday,1,13,Afternoon,12.1,75,1.2,1775,7.7,0.99,0.0,0.0,0.0,Autumn,No Holiday,Yes,916
16038,2017-12-07,12,Thursday,0,18,Evening,0.7,46,2.7,1558,-9.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,795
10749,2017-12-24,12,Sunday,1,1,Dawn,5.6,78,0.5,197,2.0,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,251
10524,2018-09-27,9,Thursday,0,4,Dawn,14.4,58,1.1,2000,6.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,151
11224,2018-11-26,11,Monday,0,21,Evening,6.7,71,0.9,461,1.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,955
13193,2017-12-05,12,Tuesday,0,3,Dawn,-6.9,39,2.0,2000,-18.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,62
12238,2018-01-05,1,Friday,0,8,Early Morning,-5.3,51,1.0,1319,-13.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,665
17536,2018-09-23,9,Sunday,1,11,Morning,20.1,57,3.0,1929,11.3,1.29,0.0,0.0,0.0,Autumn,Holiday,Yes,764
18502,2017-12-28,12,Thursday,0,8,Early Morning,-4.7,30,0.6,2000,-19.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,554
14068,2018-06-13,6,Wednesday,0,6,Dawn,18.7,75,0.9,1923,14.1,0.06,0.0,0.0,0.0,Summer,No Holiday,Yes,416
18144,2018-03-21,3,Wednesday,0,9,Early Morning,2.5,40,1.9,2000,-9.7,0.41,0.0,0.0,0.0,Spring,No Holiday,Yes,614
18339,2018-08-06,8,Monday,0,23,Night,29.4,79,1.2,777,25.3,0.0,2.0,0.0,2.0,Summer,No Holiday,Yes,969
14440,2018-10-06,10,Saturday,1,19,Evening,19.7,72,0.6,2000,14.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1761
17721,2018-06-05,6,Tuesday,0,2,Dawn,19.7,66,0.5,1591,13.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,448
11330,2018-06-08,6,Friday,0,12,Morning,23.1,56,1.6,1222,13.8,1.71,0.0,0.0,0.0,Summer,No Holiday,Yes,1256
10929,2018-02-24,2,Saturday,1,15,Afternoon,6.7,24,2.7,1536,-12.4,1.95,0.0,0.0,0.0,Winter,No Holiday,Yes,467
11626,2018-01-21,1,Sunday,1,7,Early Morning,-3.2,54,1.2,1113,-11.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,61
14064,2018-08-25,8,Saturday,1,2,Dawn,22.9,82,2.1,1829,19.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,708
10758,2018-03-21,3,Wednesday,0,18,Evening,2.0,77,1.3,2000,-1.6,0.07,0.0,0.0,0.0,Spring,No Holiday,Yes,615
13062,2017-12-09,12,Saturday,1,7,Early Morning,-5.5,56,0.8,1950,-12.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,127
17172,2018-09-16,9,Sunday,1,0,Dawn,22.8,82,1.5,935,19.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1014
14641,2018-01-21,1,Sunday,1,8,Early Morning,-3.6,53,0.5,1227,-11.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,115
14959,2018-10-01,10,Monday,0,8,Early Morning,13.7,54,2.4,1960,4.5,0.39,0.0,0.0,0.0,Autumn,No Holiday,Yes,2101
18239,2018-11-05,11,Monday,0,21,Evening,12.2,79,1.8,351,8.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1289
15893,2018-07-25,7,Wednesday,0,4,Dawn,28.5,74,2.6,1549,23.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,212
15501,2018-03-25,3,Sunday,1,5,Dawn,5.0,83,0.7,200,2.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,60
12601,2018-01-01,1,Monday,0,16,Afternoon,3.0,28,2.5,1864,-13.7,0.51,0.0,0.0,0.0,Winter,Holiday,Yes,310
13518,2018-09-18,9,Tuesday,0,13,Afternoon,25.6,40,2.5,1704,10.9,2.18,0.0,0.0,0.0,Autumn,No Holiday,No,0
11138,2018-06-25,6,Monday,0,19,Evening,29.8,45,1.5,956,16.5,0.32,0.0,0.0,0.0,Summer,No Holiday,Yes,2779
17642,2018-11-08,11,Thursday,0,11,Morning,10.9,95,2.4,519,10.1,0.12,0.0,0.0,0.0,Autumn,No Holiday,Yes,25
11191,2018-06-29,6,Friday,0,5,Dawn,22.1,97,0.5,152,21.5,0.0,1.5,0.0,1.5,Summer,No Holiday,Yes,133
15856,2018-10-28,10,Sunday,1,1,Dawn,6.9,55,1.8,2000,-1.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,531
14941,2018-05-02,5,Wednesday,0,20,Evening,11.1,91,4.0,716,9.6,0.0,0.5,0.0,0.5,Spring,No Holiday,Yes,123
14230,2018-09-20,9,Thursday,0,10,Morning,18.4,91,1.2,394,16.8,0.25,0.5,0.0,0.5,Autumn,No Holiday,Yes,87
15141,2018-08-05,8,Sunday,1,22,Night,29.1,77,3.0,1559,24.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1286
17559,2018-05-10,5,Thursday,0,20,Evening,13.6,82,2.1,520,10.5,0.02,0.0,0.0,0.0,Spring,No Holiday,No,0
11767,2018-06-24,6,Sunday,1,21,Evening,24.5,71,1.7,1295,18.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2153
17743,2018-03-18,3,Sunday,1,22,Night,8.1,76,0.8,492,4.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,70
14674,2018-10-07,10,Sunday,1,15,Afternoon,20.4,36,2.8,2000,4.8,1.56,0.0,0.0,0.0,Autumn,No Holiday,Yes,2167
13383,2017-12-29,12,Friday,0,1,Dawn,0.3,63,0.7,760,-5.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,269
14486,2018-06-25,6,Monday,0,22,Night,27.4,55,0.3,1001,17.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2046
13571,2018-04-25,4,Wednesday,0,22,Night,15.2,35,1.2,1999,-0.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1382
13384,2018-09-19,9,Wednesday,0,20,Evening,22.6,67,0.3,1737,16.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
10798,2018-09-19,9,Wednesday,0,19,Evening,23.5,58,0.4,1836,14.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
13166,2018-05-26,5,Saturday,1,10,Morning,23.2,41,1.1,1440,9.2,2.45,0.0,0.0,0.0,Spring,No Holiday,Yes,1010
17302,2018-09-08,9,Saturday,1,2,Dawn,18.5,57,2.3,2000,9.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,692
15421,2018-05-22,5,Tuesday,0,15,Afternoon,21.1,72,2.7,663,15.8,0.31,0.1,0.0,0.1,Spring,Holiday,Yes,163
13536,2018-11-29,11,Thursday,0,18,Evening,0.0,46,0.9,1566,-4.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1577
11479,2018-08-22,8,Wednesday,0,15,Afternoon,36.8,36,1.0,2000,19.2,2.46,0.0,0.0,0.0,Summer,No Holiday,Yes,842
13793,2018-05-05,5,Saturday,1,8,Early Morning,14.4,51,2.3,1907,4.3,0.92,0.0,0.0,0.0,Spring,No Holiday,Yes,579
18543,2018-01-09,1,Tuesday,0,23,Night,-4.9,80,0.7,690,-7.8,0.0,0.0,0.02,0.02,Winter,No Holiday,Yes,80
17505,2018-08-20,8,Monday,0,11,Morning,31.2,45,1.9,1810,17.8,2.72,0.0,0.0,0.0,Summer,No Holiday,Yes,766
13365,2018-09-13,9,Thursday,0,19,Evening,25.4,61,0.6,2000,17.3,0.03,0.0,0.0,0.0,Autumn,No Holiday,Yes,2365
14772,2018-07-31,7,Tuesday,0,5,Dawn,28.3,60,1.6,2000,19.7,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,284
15591,2018-03-26,3,Monday,0,4,Dawn,5.5,96,2.0,53,4.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,65
17989,2018-07-27,7,Friday,0,9,Early Morning,29.9,69,1.5,769,23.5,1.12,0.0,0.0,0.0,Summer,No Holiday,Yes,934
13442,2018-05-07,5,Monday,0,23,Night,17.5,69,1.5,978,11.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,994
17801,2018-03-04,3,Sunday,1,20,Evening,11.3,80,1.2,1978,7.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,26
17772,2018-05-03,5,Thursday,0,21,Evening,11.9,48,1.9,1918,1.2,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1388
10022,2018-02-14,2,Wednesday,0,2,Dawn,1.2,64,0.9,1680,-4.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,129
11896,2018-04-17,4,Tuesday,0,19,Evening,14.5,31,3.1,1558,-2.4,0.25,0.0,0.0,0.0,Spring,No Holiday,Yes,1356
13354,2018-10-02,10,Tuesday,0,15,Afternoon,21.8,38,2.6,1913,6.8,2.22,0.0,0.0,0.0,Autumn,No Holiday,No,0
13170,2018-06-16,6,Saturday,1,21,Evening,23.7,64,1.7,1707,16.4,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2435
12683,2018-05-05,5,Saturday,1,5,Dawn,12.2,52,2.3,1961,2.6,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,190
16079,2018-06-24,6,Sunday,1,10,Morning,25.0,60,1.5,570,16.6,2.33,0.0,0.0,0.0,Summer,No Holiday,Yes,763
16073,2018-04-18,4,Wednesday,0,22,Night,11.3,42,1.6,1189,-1.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1003
15050,2018-02-05,2,Monday,0,10,Morning,-9.6,32,3.7,2000,-23.2,1.14,0.0,0.0,0.0,Winter,No Holiday,Yes,123
16386,2018-02-02,2,Friday,0,0,Dawn,-4.9,56,1.1,1982,-12.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,138
13522,2018-08-15,8,Wednesday,0,23,Night,28.5,69,1.1,2000,22.2,0.0,0.0,0.0,0.0,Summer,Holiday,Yes,1008
15543,2018-08-30,8,Thursday,0,10,Morning,26.1,81,1.5,860,22.5,1.05,0.0,0.0,0.0,Summer,No Holiday,Yes,589
12981,2018-10-23,10,Tuesday,0,22,Night,12.3,73,0.9,1392,7.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1257
15894,2017-12-19,12,Tuesday,0,10,Morning,-4.6,41,2.8,1815,-15.8,0.57,0.0,0.25,0.25,Winter,No Holiday,Yes,151
10985,2018-09-09,9,Sunday,1,6,Dawn,15.8,69,0.9,2000,10.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,255
17469,2018-03-19,3,Monday,0,4,Dawn,6.3,90,1.0,240,4.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,9
10337,2018-09-26,9,Wednesday,0,6,Dawn,16.3,62,2.1,2000,8.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,230
15759,2018-09-18,9,Tuesday,0,22,Night,21.8,65,0.3,2000,14.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
10320,2018-07-29,7,Sunday,1,0,Dawn,28.4,70,0.9,1945,22.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,921
11441,2018-02-24,2,Saturday,1,12,Morning,4.0,37,1.4,763,-9.4,1.75,0.0,0.0,0.0,Winter,No Holiday,Yes,363
16739,2018-07-26,7,Thursday,0,7,Early Morning,27.7,75,1.2,1103,22.8,0.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1175
13325,2018-05-12,5,Saturday,1,19,Evening,15.5,97,0.7,403,15.0,0.0,2.0,0.0,2.0,Spring,No Holiday,Yes,29
13881,2017-12-09,12,Saturday,1,10,Morning,-2.2,42,1.3,1646,-13.4,0.61,0.0,0.0,0.0,Winter,No Holiday,Yes,273
10233,2018-05-11,5,Friday,0,17,Afternoon,18.9,45,2.6,1084,6.6,0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1863
17875,2018-01-12,1,Friday,0,0,Dawn,-13.6,49,1.6,2000,-22.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,105
13175,2018-05-04,5,Friday,0,16,Afternoon,18.6,30,5.1,1891,0.6,2.49,0.0,0.0,0.0,Spring,No Holiday,Yes,1501
15323,2018-03-25,3,Sunday,1,15,Afternoon,16.7,38,3.1,265,2.2,2.27,0.0,0.0,0.0,Spring,No Holiday,Yes,960
15811,2018-03-02,3,Friday,0,1,Dawn,-4.6,52,2.1,1372,-12.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,108
16764,2018-11-23,11,Friday,0,2,Dawn,-1.0,43,3.1,2000,-12.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,279
15830,2018-06-07,6,Thursday,0,16,Afternoon,29.3,41,2.0,905,14.6,1.95,0.0,0.0,0.0,Summer,No Holiday,Yes,1442
16450,2018-02-09,2,Friday,0,6,Dawn,-4.0,41,0.8,1242,-15.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,117
12482,2018-04-14,4,Saturday,1,22,Night,8.8,77,3.2,1258,4.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,586
17431,2018-06-07,6,Thursday,0,13,Afternoon,26.7,47,2.4,806,14.4,3.26,0.0,0.0,0.0,Summer,No Holiday,Yes,1071
18415,2017-12-31,12,Sunday,1,18,Evening,0.7,31,2.3,2000,-14.5,0.01,0.0,0.0,0.0,Winter,Holiday,Yes,215
11999,2018-07-13,7,Friday,0,6,Dawn,24.8,84,1.1,1426,21.9,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,665
14220,2018-05-02,5,Wednesday,0,11,Morning,18.0,85,1.1,411,15.4,0.45,0.0,0.0,0.0,Spring,No Holiday,Yes,206
18745,2018-11-06,11,Tuesday,0,7,Early Morning,8.3,84,0.9,422,5.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
17695,2018-02-21,2,Wednesday,0,19,Evening,-0.1,39,2.8,2000,-12.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,460
10407,2017-12-20,12,Wednesday,0,14,Afternoon,-0.5,44,1.0,1793,-11.2,0.71,0.0,0.16999999999999998,0.16999999999999998,Winter,No Holiday,Yes,243
12716,2018-10-18,10,Thursday,0,19,Evening,14.9,49,2.1,2000,4.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1878
12380,2018-08-13,8,Monday,0,12,Morning,33.4,54,2.6,1648,22.8,2.09,0.0,0.0,0.0,Summer,No Holiday,Yes,724
12217,2018-01-06,1,Saturday,1,10,Morning,-3.5,39,2.0,1946,-15.4,0.54,0.0,0.0,0.0,Winter,No Holiday,Yes,204
16651,2018-03-22,3,Thursday,0,8,Early Morning,1.1,79,1.7,1480,-2.1,0.36,0.0,0.0,0.0,Spring,No Holiday,Yes,1174
14750,2018-03-19,3,Monday,0,17,Afternoon,8.5,59,2.7,1927,0.9,0.16,0.0,0.0,0.0,Spring,No Holiday,Yes,605
11392,2018-09-15,9,Saturday,1,17,Afternoon,24.4,75,0.6,2000,19.6,0.17,0.0,0.0,0.0,Autumn,No Holiday,Yes,1474
15325,2018-01-07,1,Sunday,1,0,Dawn,-3.8,48,0.7,1574,-13.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,192
15035,2018-01-10,1,Wednesday,0,23,Night,-10.2,53,3.3,1997,-17.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,139
10815,2017-12-28,12,Thursday,0,7,Early Morning,-5.0,31,0.5,2000,-19.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,257
16069,2018-10-26,10,Friday,0,2,Dawn,12.8,59,0.9,1804,4.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,434
13198,2018-09-29,9,Saturday,1,4,Dawn,15.4,74,0.9,2000,10.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,301
16091,2018-05-17,5,Thursday,0,15,Afternoon,22.8,95,1.6,294,21.9,0.11,0.5,0.0,0.5,Spring,No Holiday,Yes,186
14727,2018-04-10,4,Tuesday,0,7,Early Morning,7.2,50,1.1,1454,-2.5,0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,981
17809,2018-10-04,10,Thursday,0,1,Dawn,14.7,69,0.6,2000,9.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
12669,2018-11-04,11,Sunday,1,6,Dawn,6.2,73,0.3,1018,1.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,141
11758,2018-08-01,8,Wednesday,0,10,Morning,34.3,45,1.0,1919,20.6,2.31,0.0,0.0,0.0,Summer,No Holiday,Yes,540
12674,2018-05-24,5,Thursday,0,3,Dawn,12.1,64,0.8,1538,5.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,265
17647,2018-03-08,3,Thursday,0,13,Afternoon,6.7,65,3.2,1651,0.5,1.76,0.0,0.0,0.0,Spring,No Holiday,Yes,405
11292,2017-12-12,12,Tuesday,0,3,Dawn,-11.6,50,2.2,1995,-19.9,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,54
12933,2018-08-11,8,Saturday,1,4,Dawn,27.4,69,1.0,2000,21.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,266
17363,2018-09-09,9,Sunday,1,16,Afternoon,27.1,35,0.9,2000,10.3,1.27,0.0,0.0,0.0,Autumn,No Holiday,Yes,2099
10351,2018-10-08,10,Monday,0,5,Dawn,9.8,63,0.5,2000,3.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,215
11167,2018-05-08,5,Tuesday,0,6,Dawn,14.8,64,1.5,2000,8.0,0.02,0.0,0.0,0.0,Spring,No Holiday,Yes,555
16676,2018-03-29,3,Thursday,0,3,Dawn,12.7,80,0.4,384,9.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,170
18395,2018-01-05,1,Friday,0,11,Morning,-0.7,45,1.5,1429,-11.1,0.76,0.0,0.0,0.0,Winter,No Holiday,Yes,308
17244,2018-10-15,10,Monday,0,10,Morning,14.1,66,0.6,827,7.8,0.58,0.0,0.0,0.0,Autumn,No Holiday,Yes,837
10827,2018-10-02,10,Tuesday,0,9,Early Morning,13.9,66,1.6,1427,7.6,1.11,0.0,0.0,0.0,Autumn,No Holiday,No,0
12847,2017-12-28,12,Thursday,0,21,Evening,-0.2,62,0.6,986,-6.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,332
14837,2018-02-05,2,Monday,0,17,Afternoon,-6.4,28,4.5,2000,-21.9,0.81,0.0,0.0,0.0,Winter,No Holiday,Yes,225
15454,2018-09-04,9,Tuesday,0,7,Early Morning,20.1,97,1.9,443,19.6,0.03,0.0,0.0,0.0,Autumn,No Holiday,Yes,1289
18126,2017-12-06,12,Wednesday,0,8,Early Morning,-4.2,78,0.0,1518,-7.4,0.01,0.0,0.02,0.02,Winter,No Holiday,Yes,802
13041,2018-02-02,2,Friday,0,2,Dawn,-5.7,59,0.3,1951,-12.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,102
16353,2018-08-05,8,Sunday,1,2,Dawn,27.5,83,2.7,1118,24.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,509
17257,2018-11-29,11,Thursday,0,7,Early Morning,0.8,41,0.6,1298,-10.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,800
12086,2018-05-26,5,Saturday,1,14,Afternoon,28.3,30,2.3,1025,9.0,3.14,0.0,0.0,0.0,Spring,No Holiday,Yes,1448
12402,2018-08-08,8,Wednesday,0,12,Morning,34.1,46,1.6,1885,20.8,2.72,0.0,0.0,0.0,Summer,No Holiday,Yes,629
18101,2018-02-01,2,Thursday,0,6,Dawn,-8.1,59,0.7,1915,-14.7,0.0,0.0,0.16,0.16,Winter,No Holiday,Yes,95
11213,2017-12-06,12,Wednesday,0,19,Evening,1.2,92,0.7,180,0.0,0.0,0.0,0.1,0.1,Winter,No Holiday,Yes,205
17224,2018-02-16,2,Friday,0,11,Morning,1.0,25,1.4,1782,-16.8,1.7,0.0,0.0,0.0,Winter,Holiday,Yes,93
13865,2017-12-19,12,Tuesday,0,1,Dawn,-2.0,72,0.8,979,-6.3,0.0,0.0,0.26,0.26,Winter,No Holiday,Yes,122
14089,2018-08-04,8,Saturday,1,7,Early Morning,29.4,62,1.9,1758,21.3,0.24,0.0,0.0,0.0,Summer,No Holiday,Yes,405
18326,2018-04-02,4,Monday,0,4,Dawn,15.7,79,1.2,628,12.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,86
14836,2018-05-27,5,Sunday,1,0,Dawn,20.1,65,1.6,1097,13.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1089
15520,2017-12-10,12,Sunday,1,5,Dawn,0.3,74,1.0,178,-3.7,0.0,0.0,0.06999999999999999,0.06999999999999999,Winter,No Holiday,Yes,13
15054,2017-12-20,12,Wednesday,0,3,Dawn,-8.1,70,1.3,1557,-12.6,0.0,0.0,0.2,0.2,Winter,No Holiday,Yes,71
13927,2018-11-26,11,Monday,0,17,Afternoon,11.4,48,0.4,706,0.7,0.24,0.0,0.0,0.0,Autumn,No Holiday,Yes,1156
14388,2017-12-12,12,Tuesday,0,6,Dawn,-11.8,47,2.5,1973,-20.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,104
14666,2018-11-15,11,Thursday,0,9,Early Morning,6.8,64,1.0,949,0.4,0.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1300
13002,2018-03-15,3,Thursday,0,15,Afternoon,11.6,97,3.4,117,11.1,0.26,0.0,0.0,0.0,Spring,No Holiday,Yes,329
10600,2018-02-21,2,Wednesday,0,9,Early Morning,-3.8,28,1.7,1904,-19.6,0.63,0.0,0.0,0.0,Winter,No Holiday,Yes,373
11702,2018-11-20,11,Tuesday,0,23,Night,9.3,43,3.5,1807,-2.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,378
13345,2018-01-12,1,Friday,0,20,Evening,-7.9,31,1.4,2000,-22.1,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,210
12710,2018-07-24,7,Tuesday,0,7,Early Morning,27.8,63,1.2,1781,20.1,0.32,0.0,0.0,0.0,Summer,No Holiday,Yes,1213
15203,2018-10-02,10,Tuesday,0,21,Evening,16.2,65,1.5,2000,9.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
15683,2018-08-01,8,Wednesday,0,22,Night,32.6,64,2.4,1703,24.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1367
11821,2017-12-31,12,Sunday,1,23,Night,-2.6,40,0.6,2000,-14.3,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,227
10787,2018-07-21,7,Saturday,1,3,Dawn,26.1,74,0.1,1683,21.0,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,477
15315,2018-05-23,5,Wednesday,0,22,Night,14.8,59,1.0,1740,6.8,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1588
10110,2018-03-06,3,Tuesday,0,18,Evening,8.7,28,3.2,2000,-8.8,0.49,0.0,0.0,0.0,Spring,No Holiday,Yes,1246
12464,2018-03-22,3,Thursday,0,13,Afternoon,9.9,29,3.2,1641,-7.3,2.91,0.0,0.0,0.0,Spring,No Holiday,Yes,648
16925,2018-11-21,11,Wednesday,0,15,Afternoon,5.7,53,2.0,2000,-3.1,0.22,0.0,0.0,0.0,Autumn,No Holiday,Yes,550
10306,2018-04-03,4,Tuesday,0,15,Afternoon,19.9,58,2.5,1348,11.3,0.51,0.0,0.0,0.0,Spring,No Holiday,Yes,961
15669,2018-09-04,9,Tuesday,0,20,Evening,23.7,49,3.3,2000,12.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,2259
13871,2018-02-05,2,Monday,0,18,Evening,-7.6,29,3.5,2000,-22.6,0.16,0.0,0.0,0.0,Winter,No Holiday,Yes,388
18690,2018-06-01,6,Friday,0,21,Evening,23.5,44,1.6,2000,10.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2066
13877,2018-08-13,8,Monday,0,16,Afternoon,33.5,52,2.2,1804,22.2,0.91,0.0,0.0,0.0,Summer,No Holiday,Yes,901
11602,2017-12-25,12,Monday,0,1,Dawn,-1.2,57,4.3,1429,-8.6,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,132
13718,2018-09-28,9,Friday,0,20,Evening,18.0,67,0.7,2000,11.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
14884,2018-06-30,6,Saturday,1,22,Night,23.4,88,0.9,1153,21.2,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1107
11404,2018-05-30,5,Wednesday,0,16,Afternoon,24.7,47,3.0,1594,12.6,2.44,0.0,0.0,0.0,Spring,No Holiday,Yes,1571
17676,2018-05-07,5,Monday,0,11,Morning,20.2,45,1.1,1894,7.8,2.33,0.0,0.0,0.0,Spring,No Holiday,Yes,1167
13535,2018-09-07,9,Friday,0,10,Morning,22.6,58,1.8,1962,13.9,2.02,0.0,0.0,0.0,Autumn,No Holiday,Yes,896
16145,2018-08-17,8,Friday,0,16,Afternoon,33.7,26,1.5,2000,11.5,2.39,0.0,0.0,0.0,Summer,No Holiday,Yes,1112
13910,2018-04-01,4,Sunday,1,3,Dawn,11.9,71,0.7,853,6.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,221
16742,2018-09-07,9,Friday,0,18,Evening,24.4,34,2.4,2000,7.5,0.84,0.0,0.0,0.0,Autumn,No Holiday,Yes,3154
13222,2018-10-24,10,Wednesday,0,15,Afternoon,18.0,40,3.0,1808,4.1,1.71,0.0,0.0,0.0,Autumn,No Holiday,Yes,1161
15375,2018-10-31,10,Wednesday,0,12,Morning,10.0,39,2.0,2000,-3.3,2.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,907
18670,2018-10-31,10,Wednesday,0,22,Night,6.8,58,2.2,1936,-0.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1088
12130,2018-03-11,3,Sunday,1,4,Dawn,4.2,81,1.3,333,1.2,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,80
16648,2018-08-21,8,Tuesday,0,12,Morning,25.7,74,3.4,1951,20.7,1.16,0.0,0.0,0.0,Summer,No Holiday,Yes,848
10445,2018-10-14,10,Sunday,1,7,Early Morning,6.9,81,0.8,665,3.8,0.01,0.0,0.0,0.0,Autumn,No Holiday,Yes,304
18116,2018-03-14,3,Wednesday,0,22,Night,16.2,71,2.0,1780,10.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,983
